record_id,index,Timestamp,In The Lead,Vote Margin,Votes Remaining (est.),Change,State,Leader Batch Breakdown,Trailer Batch Breakdown,Trailer Batch Trend,Trailer Hurdle,Margin_change_estimate,Type
506,506,2020-11-05 17:13:24 UTC,Biden,320570,119465,951,Connecticut,57.0,43.0,23.1,186.3,,
507,507,2020-11-05 16:53:29 UTC,Biden,320437,120438,252,Connecticut,67.5,32.5,22.7,185.1,,
508,508,2020-11-05 16:49:58 UTC,Biden,320349,120710,1123,Connecticut,50.9,49.1,22.7,184.8,,
509,509,2020-11-05 16:43:40 UTC,Biden,320328,121848,24,Connecticut,58.3,41.7,21.7,183.5,,
510,510,2020-11-05 16:37:47 UTC,Biden,320324,121874,20,Connecticut,40.0,60.0,21.7,183.5,,
511,511,2020-11-05 16:08:12 UTC,Biden,320328,121895,1246,Connecticut,58.3,41.7,21.6,183.5,,
512,512,2020-11-05 15:15:31 UTC,Biden,320122,123167,194,Connecticut,58.8,41.2,21.3,182.0,,
513,513,2020-11-05 15:05:16 UTC,Biden,320088,123367,148,Connecticut,75.0,25.0,21.3,181.8,,
514,514,2020-11-05 14:52:26 UTC,Biden,320014,123515,808,Connecticut,81.1,18.9,21.4,181.6,,
515,515,2020-11-05 13:19:33 UTC,Biden,319512,124338,1034,Connecticut,67.2,32.8,22.2,180.5,,
516,516,2020-11-05 02:47:23 UTC,Biden,319156,125402,8283,Connecticut,87.2,12.8,22.8,179.3,,
517,517,2020-11-05 02:19:13 UTC,Biden,312991,133756,600,Connecticut,61.0,39.0,32.6,168.8,,
518,518,2020-11-05 02:03:34 UTC,Biden,312859,134378,8675,Connecticut,81.9,18.1,32.8,168.2,,
519,519,2020-11-05 01:32:24 UTC,Biden,307328,143196,767,Connecticut,77.2,22.8,40.7,159.0,,
520,520,2020-11-05 00:44:49 UTC,Biden,306911,144062,124,Connecticut,88.7,11.3,41.2,158.2,,
